,index,tweets,label
2359,1558,@norelenita Jajajajajaja no es afeminado es muy fresa!,NP
885,84,@MonyWTF el ántrax es gay jajajajajaja xddd okno,NP
6335,1174,"Caraja 😑 mi vecina, la reguetonera que no canta, grita las putas y estúpidas canciones esas",NA
4979,4178,"@JanDeLaRosa Ay. ¿Sabes si ninguna de esas mujeres en el video es trans? 
Se siente medio TERF (así sea accidentalmente) la rola con ese video :O

Igual y estoy sensible un poco con estos días de tanta trans exclusión",NP
330,330,@entron82 ¿Putito te refieres a mi?,P
85,85,"""¡Marica!"", le gritaron, y desde entonces se guardó en un clóset.",P
2206,1405,"Camina más afeminado @EPN que la #Gaviota, camina como trailero. #PapaEnMex",NP
5997,836,"@SoyIsraman Pues no se, pero ese men produjo OA serie muy loca, interesante",NA
4198,3397,"@LaTortilleriaQ ¿cual vagón de gays? no hay vagón de gays. Eso es el punto.

/@InmujeresCDMX",NP
4322,3521,"@NicteSV @TheNifel @monlaferte ¿Si fueran luchas diferentes entonces que hacen feministas radicales haciendo conferencias de temas trans?
Ahí mero se comprueba que es la misma lucha.",NP
1060,259,"Agradecemos q hayan citado nuevamente para discutir el dictamen sobre #InfanciasTrans las iniciativas de @TemistoclesVR y @PaulaSoto para el día de mañana. Las Familias, personas trans* organizaciones nacionales, internacionales, defensores de DH, atentxs url",NP
797,797,"@fabian23ramos @DarachKMarti @FranPHolland Mi opinión del tema de actores/actrices trans es:
Cero broncas con que una persona Cis haga el papel de una persona trans pero entonces que dejen de joder y le den papeles Cis a gente trans (la inversa).",P
945,144,"Bien fregon para las fotos pero ya no aguanto 😭🐷 🤳😵
.
.
.
#gymmotivation #gymgay #gay #Gaymedellin url",NP
676,676,@EdgardBeltran @AlexBurruel1 no traen nada jotos,P
2073,1272,"ES TAN DIFÍCIL?
NO SOY GAY, NO BUSCO EXPERIMENTAR CON OTRO CHICO, TAMPOCO PAGO POR SEXO BAJO NINGUNA CIRCUNSTANCIA.
TODO ES POR PLACER Y PARA CONOCER GENTE CON QUIEN COMPARTIR NUESTROS GUSTOS.",NP
1944,1143,"ES : Especulan sobre ""asesino gay"" y fomentan la homofobia  - El portal web del periódico Excélsior publicó url url",NP
2129,1328,Not el joto de #TheStaircase siendo asesinado con Bad Romance de fondo. 😩🤭 url,NP
4493,3692,¿Ya les había dicho que @MatuElGato es gay? Hoy descubrí que además.. Vegano url,NP
3928,3127,"Fenomenal, otro baño del cual la gente se va a poner punk que las mujeres trans entren. 👇🏻 url",NP
6739,1578,"#Teatro Tomás Goros regresa a ""La Jaula de las Locas"" url url",NA
6586,1425,"Oh wow. Hoy aprendí qué hay amigas mías escrachadas por .. ser amigas mías. 

Me da algo rarito en el cora. Como que una es lidiar internamente con el “va. Que me odien”.
Pero ya que la tomen contra “quien me rodea”.

Mucho por procesar acá. url",NA
2587,1786,"@JessicaMarjane En últimas, estoy OK con que erotizen lo trans. Ahora que lo acepten.",NP
162,162,Me toco un gay en Uber☹️,P
1134,333,"Hoy celebramos nuestro séptimo aniversario de bodas, Everybody say love
❤🧡💛💚💙💜 
Propuesta de matrimonio en @xcaretpark

#loveislove🌈 #amor #gay #lgbtq  #hapilyeverafter #felicesporsiempre #everybodysaylove url",NP
6709,1548,yo no correre maratones 🤪.pero es importante para la cabecita loca url estress quita todo url,NA
6085,924,Lic. @RodrigoM_Coyo solicito respetuosamente su ayuda para retirar una raíz del predio vecino que afecta mi propiedad levantando y rompiendo la banqueta en Osa Menor 226 BIS entrada por Centauro Col. Prado Churubusco. url,NA
3458,2657,"@netronicus @SATsincitas @ashleyfrangie @dannymndz @SATMX En La Paz tampoco podría hacer mi trámite. Mismo tema, lugares sin leyes de documentos trans.",NP
6609,1448,Hoy Pachuca se pintó de AMARILLO! Fue un 'tuzobaile' en el Hidalgo y (les guste o no) seguimos volando hacia el BI...!!,NA
5873,712,Ni loca iría a ver el #ClasicoNacional  con tantos brayan y Kevin reunidos para ver al América 😂,NA
2320,1519,"básicamente estoy viviendo con mi hermano adolescente pero encarnado en un joto de 40 añurl o sea, mi hermano heterosexual de 14 añurl ustedes saben a lo que me refiero.  😟🔫",NP
5828,667,"No pues, ya valió (risas con jota) url",NA
5549,388,"#SinFiltro #TBT #ViverosDeCoyoacan #CDMX #Lectura #Libro #Novela #NathanielPhilbrick ""En el corazón del mar"" y una #Mariquita 🐞 

#Book #bookstagram #Reader Nathaniel Philbrick's… url",NA
4444,3643,"Con ello, intenta disculparse tras ser señalado por el actor Anthony Rapp de acosarlo cuando tenía 14 años
url",NP
5505,344,"@hectorpreciado_ Que putos inhumanos, los odio.",NA
6744,1583,"@ErikaLoyoB Amiga Necesitamos de la participación de todos desde la confección de la Ley Reglamentaria del artículo 117 Bis,la construcción del documento rector a discutir, perfiles para integrar los 138 Constituyentes, en el análisis,discusión y aprobación de una eventual nueva Constitución",NA
3832,3031,El drag es político. url,NP
5233,72,"@BerniceSanz Para una fiesta de disfraces tal vez, pero jamás saldría vestida así, se ve de mal gusto, a mi no me gusta para nada.",NA
4504,3703,@GuillermoVVidal Entiéndase. La gente trans somos BASTANTE MÁS que nuestras transiciones.,NP
1794,993,@Bodilessleeper @_Estefania_AR @EroticDailys Kyc yo ando de marica cuando quiera &gt;:3,NP
2211,1410,@BaksLive La costumbre chaira de pretender insultar con imágenes homosexuales evidencia sus filias y nivel educativo e intelectual.,NP
4981,4180,"Si quieren, acá los reportes. El año pasado, de 26 menciones de personas trans en la tele.. 22 fueron en dramas.

GLAAD reporte responsabilidad LGBT+ en la tele (2021) url

GLAAD índice de responsabilidad en estudios (2020) url",NP
3391,2590,"@DilaurenttiCris en Colombia hay mucho tema TRANS en tele no? Endry, Michelle, Kim. No?

/ @vico_volkov",NP
6099,938,@Kathy_Waanders X qe amiga aver como bas vestida,NA
2782,1981,"Que se pueda destransicionar no implica la gente trans seamos inválida.

Como decir que nadie debería de poder inmigrar a México por ese un güey que vino, se nacionalizó, algo no le gustó y volvió a su país natal. 

Y que ahora hace videos testimoniales de lo feo que es México.",NP
502,502,El transexual @belindapop me bloqueo en Instagram 😵 url,P
6351,1190,Para mi Rachel MacAdams la mejor vestida de la noche,NA
799,799,🥰 Monterrey (y sus mariquitas) url,P
2827,2026,"@GArnauda @LarraldeDario Ricardo del Real (hombre trans, de paso. Gran proponente de la diversidad) es parte del comité olímpico, me dice que no da no topa con el Dario.

Lleva preguntando un rato por allá de hecho.",NP
4149,3348,"Conoce a fondo la historia de Morgana, cantante transgénero de ópera en el 35 Foro de la Cineteca: url",NP
6073,912,Así es la triste realidad de nuestros #ChairosPoliticos Ahora si vengan las maromas #PejeZombies y #Chairos url! url,NA
2882,2081,"Todas las medidas que existan para “sacar a las mujeres trans”, siempre y sin falla van a afectar MÁS a las mujeres que no son trans.

De muchos modos.. a nosotras pocas morras trans ya nos sacaron. 

Entonces van a caer rudo sobre las que no piensan las van a excluir. url",NP
1341,540,Me refiero al personal eventual que se contrata para organizar elecciones tanto por el INE como OPL. Es una muy buena cantidad de plazas y permitiría que las personas trans que han sigo históricamente excluidas de la vida político-electoral puedan tener medidas de nivelación…,NP
3414,2613,"Ya perdí control de cuánta gente trans conozco, somos, hay, he visto y hemos hablado.

Es un problema feliz.",NP
3800,2999,"@reaperstinky Hmmm nop. Es de, si tenemos una palabra para describir lo trans pos emerge una palabra para describir lo “no trans”",NP
563,563,"¿En qué momento @Tinder permitió que el apartado de mujeres se llevará de homosexuales que fingen ser mujeres?

Y todavía cobran por verlos.

Estás fracasando, @Tinder.",P
5074,4273,"No, la discriminación es a las personas: ""moto"", ""joto"", ""retardado"", ""indio"", ""naco"". ¿Me explico? url",NP
5718,557,I'm at Calle Mariquita Sánchez in Mexico url,NA
1774,973,"Marica, si te molesta que otros usen tapabocas cuando ya no hay restricción, PUES NO LO USES.

¿Clarete o con plastilina?

Aplica para aquellos que les molesta el matrimonio para parejas del mismo sexo.

Aplica para aquellos que les molesta que otros se vacunen.",NP
4588,3787,"@mickou @diarioelmundo para mí, México es el mejor lugar del mundo para ser trans.",NP
5458,297,@fabiylalosw @loco_loquita Yo puedo ir,NA
2435,1634,@ParejaCDMXsur Pues bi no soy url Pero no te digo q no a tan grande delicia,NP
1707,906,"Denuncian más de 6 mil muertes por medicamentos suministrados a niños “trans” url

☝🏻  *Ya verifiqué este artículo con las fuentes originales en National Catholic Register y la página del FDA en Estados Unidos. Es verdad lo que se publica aquí y",NP
4012,3211,@la_go_mess Ah nah. Es una cosa que veo presente una y otra y otra. Feministas titubeando con el tema trans.,NP
1952,1151,"Cinco estrellas para el nuevo capítulo de “Exponiendo Infieles”, la vdd. Muy buen plotwsit ese del wey bisexual.",NP
5097,4296,@rigelinsky Que fuerte que solo ocupas hablar de Juárez para quejarte de las mujeres trans. url,NP
2564,1763,"@SrValladares básicamente es, si vamos a usar etiquetas.. Que sea parejo. Y no se vale decir que es trans vs ""normal"" o Trans vs ""bio""",NP
5103,4302,#VIDEO Protestan con cadáver de #transexual para exigir #justicia; sospechoso quedó libre url,NP
3221,2420,¡Lesbianas del twitter únanse! ¿nos ayudan recomendándonos con sus amigas? :3 ándenle ¿sí? nosotros tanto que las queremos &lt;3,NP
4683,3882,"Oigan gente, si tienen una, lleven sus banderas LGBT y Trans a la glorieta niños héroes hoy y .. ¿me la dejan subir a escenario? Me la pongo",NP
5238,77,emmm transformers 4 no puede haber nada mas lejos de la verdad del comic pero q pisados robots destruyendose son robots destruyendose jajaja,NA
3189,2388,Me asombra no hay mas religiosos hablando de la alta actividad volcánica y la potencialmente albureable comparación con la banda homosexual.,NP
5712,551,"Esa sonrisa que me vuelve loca😍😍😍 
@mariobautista_ url",NA
3452,2651,"¡Construyan baños para trans!

Nomas que no son gratis. Si gustan no vaya a su baño, nomás dejen su donativo en url donde recopilaré dinero para susodicha construcción.

Ojo que son muchos baños por ciudad. Entonces por fa donen doble, o triple.",NP
6512,1351,"Hoy, la chica decidió caminar por las calles vestida de rojo!  💃🏽💃🏽💃🏽 Y ustedes? Que hacen esta… url",NA
3513,2712,"Desde ya le tengo pereza a la -en camino- pelea tuitera que los transfeminicidios no son feminicidios por que las mujeres trans no somos mujeres blablabla 

Y así y esas cosas. Y la doctora Eli bien gracias. Bien muerta.",NP
2298,1497,"Alguien que de y busque discreción, mayores de 33 años no flacos ni afeminados, yo de 29, bi curioso en León Gto manda mensaje #Leon #leongto #cruisingleon",NP
4568,3767,"IGNORANCIA + PREJUICIO = MACHISMO 
“Me querían poner un hígado de otro cabrón y les dije: ‘yo no me voy a dormir con mi mujer con el hígado de otro guëy. Ni sé si era homosexual o drogadicto”, reveló en entrevista para el programa “De primera mano”.↘️
url url",NP
3351,2550,VIRAL: Papá organiza fiesta para celebrar cambio de su hijo transexual url,NP
5056,4255,"Entonces lo que anda(mos) haciendo las viejas trans es crearnos mujeres COMO SE LE ENSEÑA AL NIÑO que es una mujer (objeto, sexuada, sumisa)",NP
1541,740,Los de One Direction son feos..-Siempre supe que eras lesbiana- Pero yo..- Tranquila tu secreto esta a salvo conmigo.,NP
1275,474,@dparamooficial Por la foto ¿es maya o mayate?,NP
6367,1206,"Mis tweets jamás se lo tomen tan en serio, 

Es que estoy url",NA
1253,452,@tasuhari_Mx Queremos nombres Jota!! 🤭,NP
5695,534,"No sé involucren más de la cuenta en mi vida si no se los permito. Algo se rompió en mí desde hace unos meses, y soy una hija de puta ahora.",NA
1614,813,Aquí para darle duro y el mayate agarre duro también (@ Smart Fit Churubusco - @smartfit_mex) url,NP
2755,1954,"Cada que me dicen “es que X feminista épica de los 60’s opinó Y cosa acerca de las mujeres trans y la gente queer” pienso.. 

Seguro esa feminista vio a TRES mujeres trans en su vida, no conoció a ninguna persona no binaria, y obvio ni le tocó las marcha LGBT+",NP
4096,3295,"@oyefuentes @AliasCane Seh. Me moriría por ver contenido donde alguien es ""casualmente"" trans. (Y la historia sea.. pues una historia).",NP
6826,1665,"El PT incumplió el artículo 39 bis inciso g) de sus estatutos generales, al no ratificar la coalición parcial con el PAN en Durango.",NA
4864,4063,"Pues bueno, acabo de grabar bonita entrevista con la trans-chulaza de @ZoeJoffre quien viene del mundo del teatro y el modelaje.

A MI QUE NO ME DIGAN QUE NO HAY COSAS PA’ HACER SI ERES TRANS

Pronto, bonito video ^_^ url",NP
3978,3177,"@AndresB seh, veo un desmadre venir. Los chicos trans literal se inyectan testosterona que clasificaría como doping si eres hombre cis",NP
2504,1703,"@SoyCriSzis @JapiiMX @OphCourse @TapiaFernanda @azucenau @OFOTELA208 @Ti7ov @richforcada @Horacitu @JanDeLaRosa @CiroGomezL @ElJoelMx Nop. Si las hubo. Estuvo ""Eon Inteligencia transgenérica"" con Alexandra Risco. De hecho, para la época, eran, sin temor a equivocarme, la única voz trans de inicios de los 90, cuando ese tema no existía como tal. Había mucho sobre el tema travesti, tanto gay como url",NP
5654,493,Que bonita estoy ni se nota que estoy loca,NA
3985,3184,"@mickou Espectacular. Es un derecho suuuper peleado. Hay gente trans de 6-8 años pasándola reee mal y sus familias andan persiguiendo esta ley hace mil para poderles inscribir en escuelas/volar/cuidado médico, etc.
Me alegro la noticia.",NP
2315,1514,"Ex alcalde de Roma pide reconocer al matrimonio homosexual 
url 
@kunfupanda2 @ammbar69 @FELGTB @GaySonora",NP
641,641,"Rayos, me bloqueo el marica",P
2925,2124,"@maluflores ¿y si es hombre Trans (con vagina)? ¿Y si es hombre gay también acosado?. A mí me han sacado del vagón por qué ""pene""
/@GIRE_mx",NP
376,376,"Si se va a vestir de puta como todos los años en halloween por lo menos en este año si PÓNGANSE DESODORANTE, luego anda bien HEDIONDA CON su suspensorio y arnés imitación piel todo sudado, lleno de meco de desconocido. RESPETO",P
1088,287,"Vamos por una vinito? 
#gdl #gaygdl #sissy #trans url",NP
6519,1358,"@mareoflores Buen hombre te dejo mi reseñurl

url",NA
3753,2952,"México, si las radicales transodiantes se movilizaran y organizaran tan rápido para temas de la despenalización del aborto y leyes para proteger a las mujeres tan rápido como se mueven para detener leyes trans y prohibir que la gente diga la palabra “género”. url",NP
195,195,Ay! Que pinche marica me saliste.,P
5813,652,@Una_Chiva_Loca @AngeliqueMGR Ya falta menos 🥴🥴🥴,NA
6701,1540,¿Y? ¿Eso me evita que sienta el puto calor? url,NA
2854,2053,"Si con eso quieres reivindicar a los homosexuales, creo que te salió al revés y estás bien pendejo. url",NP
441,441,"fernanfloo no as hecho lo que te dige de geometry dash que juegues otro nivel que no sea online o eres marica, puto miedos de mierda maricon",P
2400,1599,¿Recuerdan el chiste malo que dice que las lesbianas se mandan fotos de sus manos en vez de nudes?,NP
3491,2690,Oh mire. Biólogos dicen que cuando la banda dice “PERO LA BIOLOGÍA BÁSICA DE PRIMARIA NO PERMITE A LA GENTE TRANS”.. no saben de lo que hablan. url,NP
6765,1604,"En su adolescencia, mi novio parecía integrante de una boyband. En la mía, yo era una rarita que se brincaba las clases para ir al billar url",NA
5975,814,"It's a secret w 12-Bis &amp; Signal Deluxe, lunes 17 de enero, 14:00 hrs. @internetpradio 🎵🖤
#underground #music #radioshow",NA
634,634,"@ChicovelAlcocer @SergioSarmiento Preguntarle mejor al maricón de Miguel Ángel Mancera, el la término.",P
4105,3304,"@Molydeeea @Hiiiipstah Pues, así como se sumaron.. llevo aaaaaños de escuchar a mujeres feministas odiantes quejarse de “los cuirs”.

Mismas que no pueden con la gente trans.",NP
3549,2748,"@Kartenbell ^_^
Mira es qué hay viejas trans que me han pedido no vernos en lugares públicos o las saco del closet. NO GRACIAS. No es mi culpa que ellas tengan pedos con el tema.",NP
2978,2177,"Si yo fuera homosexual o bisexual, habría salido del clóset casi en el mismo momento en que salí del clóset del ateísmo a mis 25 años. Yo no necesito estarle escondiendo nada a gente… url",NP
6043,882,Que rarito es sentirse asi.,NA
44,44,@JhonatanGaribay ajajajaja si no es que se huanguea tu puño y se vuelve puñal como manuela palma xD,P
3820,3019,Me pregunto si soy la ÚNICA mujer Trans en #MECImx,NP
370,370,"@Fernanfloo eres un guevon y maricon que no haces lo que te dije
juega otro nivel que no sea online en geometry dash y si lo vez ya te dije",P
1601,800,Ya van dos jotos que se me quedan viendo y uno estaba bonito.  Aporovechame o me pierdes 🙄,NP
4173,3372,"@johanmonsta ya se. La discutí en mi ultimo video. Me ENCANTA la peli, me choca no usaron a una chica trans para el papel.",NP
3561,2760,un transexual combinación bruce jenner y el que mato a una mujer en artes marciales mixtas para verificar que los viajes en uber sean seguros.,NP
2525,1724,"@arroba_anahi Hubo un jueves en especial muy del diablo. Combo mezcal, drag Laura Paussini y Wtk.",NP
2610,1809,"@masos007 @rosciano @miguelfdo_avila puro pinche amigo homosexual,  perdón Paous, eres una niña bien y yo con estas locas. #PerdónSonPutos",NP
4077,3276,"@Cirecsc Para ti.. arranca con TNG.

Y dale chance a la temporada 1 que es rarita. Y gózate la serie mas filosofi-chida que vas a ver.",NP
1091,290,@ConstantineVick Faltó: Interacciones con scorts transexuales. Opino.,NP
2531,1730,domingo de drag race españa es q todo q ver 😩❤️,NP
1136,335,Mi migui Alexandra Trans es cabrona! 😂😂😂 #PrayForLosJotitos url,NP
6771,1610,"Murl En qué loca y divertida cafetería he visto las mismas caras de ""asquito"" cuando los fans quieren besar.. url No recuerdo.",NA
6752,1591,"La #FortalezaRegia ya está abierta y con todas sus medidas los espera para vibrar.
¡Vamos #FuerzaRegia!
¡Vamos por el Bi!
@fuerzaregia @changoregio
@lnbpoficial
#basquetbol #liganacionalbasquetbolprofessional url",NA
2411,1610,"“Soy lesbiana, mándame mensaje para conocerlas 🙄 @pablo_fgomez” url",NP
3091,2290,"Gente, si las mujeres trans tuviéramos una REAL ventaja -aun siendo desleal-, habrían equipos olímpicos enteros hiper fondeados de mujeres trans en el deporte.

Los rusos, expertos en hacer trampa olímpica tendrían una camada de súper atletas todas arrasando como dicen.",NP
1548,747,"Nuevos videos cin el riquisimo @MeDicenMaxx a partir d este domingo url Pero hoy y mañana otros del nuevo material xxx en punto de las 21 hrs
.
url
.
url
.
#xxx #xxxtentacion #xxxtentation #modelo #model #sex #gay #onlyfans #men url",NP
5467,306,Estoy loca por buscar boletos para otro concierto en Septiembre? url mmm no lo creo,NA
5388,227,"@MediolaRoberta @FranTorrD @LillyTellez @hdemauleon Yo vendo verduras y no odio,ni insulto ,ni calumnio  ni soy traíurl fis no me comparen con una aliñama perversa y loca.",NA
5603,442,Jajajaja Daniela esta loca quiere oficina y asistente y es bien inútil  #PasionYPoder,NA
4101,3300,"Insisto que @xychelsea es la mujer trans más importante de la década. Guerrera de a madres.

Hace unos ayeres hice un video hablando de ella. Me es muy muy goals. url url",NP
1895,1094,@Ay_Miriam Permitió que en Monterrey se pasara una ley que dice que un médico puede rehusar atender a un paciente si es homosexual… Amarlo? Not!!!!!!,NP
5507,346,Me dio un puto paro cardiáco cuando vi que mi mesa tenía un rayoncito 😢😢😢 #nosesiponerlecristal#yapasódemoda#yamejorlepongomantel#cosasdeseñorajóven  😢😢,NA
6410,1249,@b__bi  jajajaja daba gracias al destino por ponerlo en el equipo verde.,NA
2254,1453,JOTAS !! Lograron el hashtag de  #CumpleRegina ese es el poder de siempre 👍🏽👏🏽,NP
2370,1569,Preocupantes las expresiones de homofobia en la Cdmx. @genarolozano expone el caso del reciente ataque a un negocio de unas chicas  lesbianas url,NP
3559,2758,"Gravísimo descubrir qué hay gel de uñas que cambia con la temperatura y qué hay de los colores de la bandera Bi.

.. gravísimo. url",NP
3099,2298,¿Han perdido algo en casa solo para encontrarlo al otro día JUSTO en el mismo lugar que lo buscaron? ... ¿han considerado que su amigo bisexual lo tomó prestado y devolvió a las tantas horitas?,NP
5399,238,Una mujer no esta completamente vestida sin una sonrisa todos los días,NA
6292,1131,"@jonathanwaves @ROCKSTARTPM Para exponer más mi punto el Ferrari 288 GTO fue una bestia de los 80s 
V8 turbo 395hp 
0-100 km/h en 5.0seg
V-max 298km/h

Ford Raptor 2018 (pick up)
V6 bi turbo 450hp
0-100 km/h 5.1 seg
V-max 220km/h (limitada)",NA
4240,3439,"EEEEEEEEEEP

Abigail Thorn (Philosophy Tube).. es mujer trans 🥰 url",NP
2346,1545,Pues yo lo hacía también pero no porque era fuckboy sino porque era joto. url,NP
3151,2350,"Yo personalmente me estaba comprando las ideas transfóbicas, me estaba sintiendo culpable de ser trans, me estaba sintiendo un monstruo por querer ""invadir"" y ""robar"" los espacios de las mujeres cisgénero url",NP
2208,1407,Buenos días miembros del imperio gay.,NP
3900,3099,@Fer_Gay @FICM Estaría genial.,NP
2143,1342,"Me dijeron ""linda"" en el súper. ¿Ya soy trans?",NP
4251,3450,"Activistas por los derechos de las personas trans: el ""autobús de la libertad"" lleva mensaje transfóbico y de odio url url",NP
5642,481,Nadie es tan perfecto como la vez que se conocen ni tan hijo de puta como la ultima ocasión que pelean.(;,NA
30,30,"@sergiotbh Yo no estoy en contra de los homosexuales, es más, tengo amigos. Mientras se queden ahí, con sus actividades ""peculiares"" y no se quieran casar o peor aun adoptar a niños inocentes, yo seguiré apoyando.",P
421,421,No tarda en que las jotas liosas se pongan a hacer comparaciones al url 😋 url,P
576,576,Homosexuales de agarran a puñaladas? El chiste se cuenta sóurl url,P
5466,305,"Puta, siempre me da esa vaina 😂😂 url",NA
2292,1491,"@Mtz_Mario184 No porque eres weris, puto Jajajaja",NP
223,223,JAJAJAJAJA k marica que me bloqueas por wa @esteban_gv97 no aguantas nada😂😂😂😂😂,P
1790,989,"@shrekmartinez @Sabalero_18 @AMArbitros JAJAJAJAJAJAJ ESO y más se traga este pinche ""barra brava"" homosexual 😂😂",NP
2980,2179,"@hipersensiblx Ay mismo acá. Mi vida enfrentando la transfobia paso de ser ahí manejable a re difícil cuando llegaron las radicales trans odiantes organizadas.

De paso. Lo que más rabia me da es que no ACEPTEN son odiantes.",NP
1379,578,No una amiga diciéndome  (cuando tenía novio) ¿Cómo que andas con un hombre? Casi me revoca el carnet de Feminista 🥹 soy pansexual acéptenlo y no me ataquen please url,NP
692,692,"Que muy machin no?
Ah muy machin no?
Marica nena, mas bien putin no?
Que muy machin no?
Ah muy machin no?
Marica nena, mas bien putin no?
Que muy machin no?
Ah muy machin no?
Marica nena, mas bien putin no?
Que muy machin no?
Ah muy machin no? url",P
1579,778,"Vivimos en un Mexico donde es más importante porteger gente narcotraficanete que personas trans 

#TransLivesMatter url",NP
478,478,"‘ Por fin saliste de tu escondite mariquita @ErickSolana 

url vía @YouTube",P
3288,2487,"@shishanyu ExpoGDL corrió a una amiga trans de un baño durante Campus, a mi me ofrecieron contratarme para sexoservicio en la calle.",NP
5601,440,"Para los jóvenes que gustan del fútbol loca. Si estuviéramos en los 80, ayer el arbitro hubiera pitado al 91 y, en ese momento, nos hubiéramos enterado que ese era el juego de ida y que faltaba la vuelta en el Azteca. 

¿Un penal? JA Azcarraga y Cañedo no se andaban con mamadas.",NA
4776,3975,"Como mujer lesbiana, tan solo pido que hagan lo mismo en el baño de mujeres. url",NP
6579,1418,Amé de una forma loca el jersey 2 de mi Real Madrid. Ya me vi con el puesto todo el tiempo. 🥰🥰😍😍😍😍😍😍🥰🥰🥰😍😍😍🥰😍,NA
3405,2604,"Los discursos discriminatorios por transfobia desde los curules y la academia contribuyen a violencias en las calles en contra de personas trans. 

Quienes están en riesgo son las mujeres trans, no la gente cis. #CinemexTransfóbico url",NP
2545,1744,"Hace un año murió Brenda, víctima de trans y serofobia, del rechazo y exclusión familiar, social y por supuesto gubernamental

No es una muerte más es una vida a la que le fueron arrebatadas las oportunidades, a la que diferentes sectores la borraron y excluyeron

Hasta siempre🔥",NP
6491,1330,"RT @OscarMunoz88: Oph, Supuestamente ""esta de moda y es un capricho"" url &lt; Pfuf, les escribí url",NA
2909,2108,"¿Ubican como chingos de vatos heterosexuales le HUYEN a las viejas trans?
Chavas, les tengo el mejor invento para mantener su seguridad y alejar violadores. url",NP
3404,2603,"@DarkByteMX a mi, un chingo. Que la gente se empape mas del tema trans siempre será mejor.

/@btraven24",NP
38,38,@mariobautista_ el nuevo Juan Gabriel por joto url,P
6650,1489,"Tw 1-Ayer tuve q explicarle a una Sra Argentina q leyó en mi tw q me ponían ""la loquita""q creyó q enloquecí de verdad por irme d mi paíurl",NA
5804,643,@_ClaraMXMBB Con tanto horario me estoy volviendo loca jaja,NA
6506,1345,"¡Basta @MBarcelata!, tu sensualidad está volviendo locas a nuestras participantes en #TodoONada.",NA
5939,778,@Susanavip01 Me encanta Jovencita. Bien caliente. Putita. Furl,NA
6370,1209,"Yo no sé cual es esa perra necedad de dejar a Herrera, sacando a tu mejor medio como Álvarez ! Herrera jugando como en super slow y contagia a todo el puto equipo",NA
2020,1219,"@MexicoMZ18 anda a preñarme una cuba a @FelipeCalderon , no tienes idea de que es dirigir un país. Derechos a personas homosexuales, eso es prioridad.",NP
4595,3794,"Tema 1: NO HAY CASI MUJERES TRANS ACTRICES (a nivel competitivo)

Tema 2: LAS QUE PUEDEN HACER EL ROL, con años de experiencia.. realmente son chicos que se llevan drageando por aaaaaaños",NP
3380,2579,"Cuando una mujer trans es protagonista de un programa en Colombia, hay una sensación de satisfacción al ver un país que avanza 
Bravo, bravo @CanalRCN",NP
2862,2061,@Fer_Gay Y al semi Dios @Andres_Vaca_.,NP
1021,220,Chuy joto no te duermas :(,NP
437,437,@Ivanecia_ Se volvió transgénico y transgenero y ahora tuitea con el arroba de Lizmenita,P
3596,2795,"@EritraJinx :,( para que luego a una como mujer trans no la dejen entrar a estas cosas o se la hagan de jamón.

¡Gracias, nerdos tóxicos!",NP
1145,344,#EnUnMundoDonde tu y yo seamos iguales aunque tu seas gay y yo sea bisexual y eso a nadie a nadie importe solo nos asepten,NP
2976,2175,"Como sea, el problema NO son los niños. Hay niños gay violados. Hay hombres Trans violados. Y hay mujeres violadoras url",NP
4994,4193,"Oigan, la chica danesa de haber grabado con una mujer Turl Se pudo haber llevado esa nominación y Óscar.

JUST SAYING.",NP
5275,114,Pinche gobierno puto no tengo nada de ti,NA
2661,1860,"El domingo estrena #TodxsNosotrxs la primera serie protagonizada por un personaje pansexual y de genero no binario. Aquí mi entrevista exclusiva con #ClaraGallo para @escandalamx. 
url url",NP
2403,1602,@NaomiRuiz_ @unarubiatontaa Me dan kiki! Las hermanas del Regina estarían muy decepcionadas. LESBIANAS! PECORAS!,NP
6850,1689,@MYMALK4PON3 @TakerMetal Que putos :’v,NA
4650,3849,"Hay algo raro con toda esta cultura de lugares “gay friendly”.

El mero mínimo es que toda la gente se acepte y sea parte de sin que una tenga que pedir permiso.

Más bien toca señalar donde son los lugares “Gay unfriendly”. Los del problema son los y las que excluyen. 
Una que.",NP
5186,25,Putos los que dicen que el Joker de Ledge es mejor que el de Leto. 😒,NA
2710,1909,@LaGuapiss Tengo culo plastic con implantes y si.. esa línea me suena tal cual a cuando dicen que la gente trans tenemos “pene mutilado”,NP
6145,984,"""por que tan Solo:
hijas de su puta madre pos no se Arriman""😂😂😂😂😂😂😂",NA
5200,39,@Zomaotoko Es que ya me tienen hasta la puta madre. Ugh.,NA
4524,3723,En el marco de la #AsambleaOEA discuten en eventos paralelos temas como la discriminación homosexual y la posibilidad del cambio de género. url,NP
1964,1163,"En mi casa no me quieren por lesbiana 
Supieran que es mi sueño frustrado alv",NP
5897,736,"Que puta delicia sentarme a desayunar, sola.",NA
6877,1716,"Pues ya está, moriré sola y loca :S url",NA
5068,4267,@julie_neuhouser @IHOHTPodcast Añado que no hay casos reportadoso estadística alguna de una mujer trans acosando a gente Cis en baños url,NP
1989,1188,Las señoritas @calleypocheoffi son la primer pareja homosexual en participar en una serie de @DisneyChannelLA url,NP
3607,2806,@Cyana_Love Y bueno en el Overwatch estamos varias chicas trans y pos allá todo es amors,NP
2318,1517,Ser lesbiana no me hace menos mujer 🤦🏻‍♀️😂,NP
